Name,Description,Weight (kg),Regular price,Sale price,Categories,Size,Color,Brand
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,2.36,59.625,41.7375,Sweatshirts/Fleece,3XL,New Navy,Carhartt
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,2.49,59.625,41.7375,Sweatshirts/Fleece,4XL,New Navy,Carhartt
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,2.11,54.75,38.325,Sweatshirts/Fleece,2XL,Brite Lime ,Carhartt
District® Women's Fitted Very Important Tee®. DT6001,Crafted from ring spun cotton for ultimate comfort.4.3-ounce 100% combed ring spun cotton 34 singles50/50 combed ring spun cotton/poly (Heathers Frosts Neon Pink)90/10 combed ring spun cotton/poly (Light Heather Grey) Form fitting1x1 rib knit neckShoulder to shoulder tapingSize up for less fitted lookTear-away label ,2.43,59.625,41.7375,Sweatshirts/Fleece,3XL,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.54,59.625,41.7375,Sweatshirts/Fleece,4XL,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.03,54.75,38.325,Sweatshirts/Fleece,L,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.88,54.75,38.325,Sweatshirts/Fleece,M,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.75,54.75,38.325,Sweatshirts/Fleece,S,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.08,54.75,38.325,Sweatshirts/Fleece,XL,Brite Lime ,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.11,54.75,38.325,Sweatshirts/Fleece,2XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.43,59.625,41.7375,Sweatshirts/Fleece,3XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.54,59.625,41.7375,Sweatshirts/Fleece,4XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.03,54.75,38.325,Sweatshirts/Fleece,L,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.88,54.75,38.325,Sweatshirts/Fleece,M,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.75,54.75,38.325,Sweatshirts/Fleece,S,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.08,54.75,38.325,Sweatshirts/Fleece,XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.85,63.75,44.625,Sweatshirts/Fleece,S,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.99,63.75,44.625,Sweatshirts/Fleece,M,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.04,63.75,44.625,Sweatshirts/Fleece,L,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.23,63.75,44.625,Sweatshirts/Fleece,2XL,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.37,69,48.3,Sweatshirts/Fleece,3XL,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.52,69,48.3,Sweatshirts/Fleece,4XL,Black,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.8,63.75,44.625,Sweatshirts/Fleece,S,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.91,63.75,44.625,Sweatshirts/Fleece,M,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.04,63.75,44.625,Sweatshirts/Fleece,L,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.31,63.75,44.625,Sweatshirts/Fleece,2XL,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.47,69,48.3,Sweatshirts/Fleece,3XL,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.54,69,48.3,Sweatshirts/Fleece,4XL,Carbon Heather,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.78,63.75,44.625,Sweatshirts/Fleece,S,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.91,63.75,44.625,Sweatshirts/Fleece,M,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.01,63.75,44.625,Sweatshirts/Fleece,L,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.28,63.75,44.625,Sweatshirts/Fleece,2XL,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.44,69,48.3,Sweatshirts/Fleece,3XL,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.59,69,48.3,Sweatshirts/Fleece,4XL,Heather Grey,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.8,63.75,44.625,Sweatshirts/Fleece,S,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.96,63.75,44.625,Sweatshirts/Fleece,M,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.04,63.75,44.625,Sweatshirts/Fleece,L,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.16,63.75,44.625,Sweatshirts/Fleece,XL,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.28,63.75,44.625,Sweatshirts/Fleece,2XL,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.37,69,48.3,Sweatshirts/Fleece,3XL,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.47,69,48.3,Sweatshirts/Fleece,4XL,Moss,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.8,63.75,44.625,Sweatshirts/Fleece,S,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.96,63.75,44.625,Sweatshirts/Fleece,M,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.06,63.75,44.625,Sweatshirts/Fleece,L,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.23,63.75,44.625,Sweatshirts/Fleece,2XL,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.39,69,48.3,Sweatshirts/Fleece,3XL,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.52,69,48.3,Sweatshirts/Fleece,4XL,New Navy,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.31,63.75,44.625,Sweatshirts/Fleece,2XL,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.47,69,48.3,Sweatshirts/Fleece,3XL,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.59,69,48.3,Sweatshirts/Fleece,4XL,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.06,63.75,44.625,Sweatshirts/Fleece,L,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.99,63.75,44.625,Sweatshirts/Fleece,M,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,1.85,63.75,44.625,Sweatshirts/Fleece,S,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.18,63.75,44.625,Sweatshirts/Fleece,XL,Brite Lime,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.31,63.75,44.625,Sweatshirts/Fleece,2XL,Brite Orange,Carhartt
District® Very Important Tee® V-Neck. DT6500,This v-neck delivers important style. 4.3-ounce 100% combed ring spun cotton 30 singles50/50 combed ring spun cotton/poly(Heathers)90/10 combed ring spun cotton/poly (Light Heather Grey) Slightly slimmer body and shorter sleeves 1x1 rib knit neckShoulder to shoulder tapingTear-away labelPlease note: This product is transitioning from woven labels to tear-away labels. Your order may contain a combination of both labels. ,2.47,69,48.3,Sweatshirts/Fleece,3XL,Brite Orange,Carhartt
